label	C1	C2	H2
X448b	22.419	14.606	0.875
X449	21.43	23.138	0.833
X449b	23.138	21.43	0.785
X450	25.696	23.138	0.833
X450b	23.138	25.696	0.881
X451	26.157	23.138	0.833
X451b	23.138	26.157	0.768
X452	20.603	23.138	0.833
X452b	23.138	20.603	1.022
X453	25.696	21.43	0.785
X453b	21.43	25.696	0.881
X454	26.157	21.43	0.785
X454b	21.43	26.157	0.768
X455	18.142	21.032	0.423
X455b	21.032	18.142	0.642
X456	13.843	21.032	0.423
X456b	21.032	13.843	0.598
X457	25.176	21.032	0.423
X457b	21.032	25.176	0.98
X458	23.695	21.032	0.423
X458b	21.032	23.695	0.956
X459	13.843	18.142	0.642
X459b	18.142	13.843	0.598
X460	25.176	18.142	0.642
X460b	18.142	25.176	0.98
X461	23.695	18.142	0.642
X461b	18.142	23.695	0.956
X462	23.633	13.198	0.745
X462b	13.198	23.633	0.895
X463	20.967	13.198	0.745
X463b	13.198	20.967	0.163
X464	21.448	13.198	0.745
X464b	13.198	21.448	0.402
X465	23.633	24.614	0.945
X465b	24.614	23.633	0.895
X466	26.157	25.696	0.881
X466b	25.696	26.157	0.768
X467	14.606	26.157	0.768
X467b	26.157	14.606	0.875
X468	13.82	26.157	0.768
X468b	26.157	13.82	0.871
X469	26.26	25.289	0.601
X469b	25.289	26.26	0.771
X470	13.82	25.289	0.601
X470b	25.289	13.82	0.871
X471	13.82	26.26	0.771
X471b	26.26	13.82	0.871
X472	24.044	25.478	0.93
X472b	25.478	24.044	0.778
X473	23.575	25.478	0.93
X473b	25.478	23.575	1.052
X474	25.239	25.478	0.93
X474b	25.478	25.239	0.821
X475	25.13	25.478	0.93
X475b	25.478	25.13	0.938
X476	24.015	25.478	0.93
X476b	25.478	24.015	0.807
X477	25.213	25.478	0.93
X477b	25.478	25.213	0.818
X478	22.086	25.478	0.93
X478b	25.478	22.086	0.633
X479	14.606	25.478	0.93
X479b	25.478	14.606	0.875
X480	23.575	24.044	0.778
X480b	24.044	23.575	1.052
X481	25.239	24.044	0.778
X481b	24.044	25.239	0.821
X482	25.13	24.044	0.778
X482b	24.044	25.13	0.938
X483	24.015	24.044	0.778
X483b	24.044	24.015	0.807
X484	25.213	24.044	0.778
X484b	24.044	25.213	0.818
X485	22.086	24.044	0.778
X485b	24.044	22.086	0.633
X486	25.239	23.575	1.052
X486b	23.575	25.239	0.821
X487	25.13	25.239	0.821
X487b	25.239	25.13	0.938
X488	24.015	25.239	0.821
X488b	25.239	24.015	0.807
X489	24.015	25.13	0.938
X489b	25.13	24.015	0.807
X490	25.213	25.13	0.938
X490b	25.13	25.213	0.818
X491	22.086	25.13	0.938
X491b	25.13	22.086	0.633
X492	25.213	24.015	0.807
X492b	24.015	25.213	0.818
X493	22.086	24.015	0.807
X493b	24.015	22.086	0.633
X494	25.272	13.073	0.572
X494b	13.073	25.272	0.204
X495	22.249	13.073	0.572
X495b	13.073	22.249	0.625
X496	22.249	25.272	0.204
X496b	25.272	22.249	0.625
X497	27.669	21.446	0.835
X497b	21.446	27.669	0.78
X498	25.213	21.446	0.835
X498b	21.446	25.213	0.818
X499	22.086	21.446	0.835
X499b	21.446	22.086	0.633
X500	22.086	25.213	0.818
X500b	25.213	22.086	0.633
X501	14.606	25.213	0.818
X501b	25.213	14.606	0.875
X502	14.606	22.086	0.633
X502b	22.086	14.606	0.875
X503	19.406	14.606	0.875
X503b	14.606	19.406	0.67
X504	18.883	20.603	1.022
X504b	20.603	18.883	0.865
X505	13.843	20.603	1.022
X505b	20.603	13.843	0.598
X506	13.843	18.883	0.865
X506b	18.883	13.843	0.598
X507	25.785	22.988	0.988
X507b	22.988	25.785	0.745
X508	20.967	13.843	0.598
X508b	13.843	20.967	0.163
X509	21.448	13.843	0.598
X509b	13.843	21.448	0.402
X510	27.381	13.843	0.598
X510b	13.843	27.381	0.769
X511	25.176	13.843	0.598
X511b	13.843	25.176	0.98
X512	21.448	20.967	0.163
X512b	20.967	21.448	0.402
X513	14.919	20.967	0.163
X513b	20.967	14.919	0.778
X514	24.066	20.967	0.163
X514b	20.967	24.066	1.105
X515	27.381	20.967	0.163
X515b	20.967	27.381	0.769
X516	14.919	21.448	0.402
X516b	21.448	14.919	0.778
X517	24.066	21.448	0.402
X517b	21.448	24.066	1.105
X518	27.381	21.448	0.402
X518b	21.448	27.381	0.769
X519	24.066	14.919	0.778
X519b	14.919	24.066	1.105
X520	27.381	14.919	0.778
X520b	14.919	27.381	0.769
X521	20.364	14.919	0.778
X521b	14.919	20.364	-0.085
X522	21.867	12.815	0.999
X522b	12.815	21.867	0.566
X523	27.381	24.066	1.105
X523b	24.066	27.381	0.769
X524	20.364	24.066	1.105
X524b	24.066	20.364	-0.085
X525	21.867	24.066	1.105
X525b	24.066	21.867	0.566
X526	21.867	20.364	-0.085
X526b	20.364	21.867	0.566
X527	13.073	20.364	-0.085
X527b	20.364	13.073	0.548
X528	26.081	20.364	-0.085
X528b	20.364	26.081	0.718
X529	22.095	20.364	-0.085
X529b	20.364	22.095	0.807
X530	13.073	21.867	0.566
X530b	21.867	13.073	0.548
X531	26.081	21.867	0.566
X531b	21.867	26.081	0.718
X532	22.095	21.867	0.566
X532b	21.867	22.095	0.807
X533	25.825	23.064	0.863
X533b	23.064	25.825	1.033
X534	25.628	23.064	0.863
X534b	23.064	25.628	0.885
X535	26.081	23.064	0.863
X535b	23.064	26.081	0.718
X536	22.095	23.064	0.863
X536b	23.064	22.095	0.807
X537	25.628	25.825	1.033
X537b	25.825	25.628	0.885
X538	22.069	25.825	1.033
X538b	25.825	22.069	0.721
X539	21.071	25.825	1.033
X539b	25.825	21.071	0.726
X540	26.081	25.825	1.033
X540b	25.825	26.081	0.718
X541	22.095	25.825	1.033
X541b	25.825	22.095	0.807
X542	22.069	25.628	0.885
X542b	25.628	22.069	0.721
X543	19.406	25.628	0.885
X543b	25.628	19.406	0.67
X544	21.071	25.628	0.885
X544b	25.628	21.071	0.726
X545	26.081	25.628	0.885
X545b	25.628	26.081	0.718
X546	22.504	25.628	0.885
X546b	25.628	22.504	0.373
X547	19.406	22.069	0.721
X547b	22.069	19.406	0.67
X548	21.071	22.069	0.721
X548b	22.069	21.071	0.726
X549	22.504	22.069	0.721
X549b	22.069	22.504	0.373
X550	21.071	19.406	0.67
X550b	19.406	21.071	0.726
X551	12.747	19.406	0.67
X551b	19.406	12.747	0.29
X552	24.802	19.406	0.67
X552b	19.406	24.802	0.469
X553	22.504	19.406	0.67
X553b	19.406	22.504	0.373
X554	12.747	21.071	0.726
X554b	21.071	12.747	0.29
X555	24.802	21.071	0.726
X555b	21.071	24.802	0.469
X556	22.504	21.071	0.726
X556b	21.071	22.504	0.373
X557	13.073	12.747	0.29
X557b	12.747	13.073	0.548
X558	24.802	12.747	0.29
X558b	12.747	24.802	0.469
X559	22.504	12.747	0.29
X559b	12.747	22.504	0.373
X560	20.605	22.383	0.72
X560b	22.383	20.605	0.437
X561	20.715	21.973	0.912
X561b	21.973	20.715	0.989
X562	14.922	21.973	0.912
X562b	21.973	14.922	0.745
X563	14.922	20.715	0.989
X563b	20.715	14.922	0.745
X564	27.524	20.715	0.989
X564b	20.715	27.524	1.194
X565	26.081	13.073	0.548
X565b	13.073	26.081	0.718
X566	22.095	13.073	0.548
X566b	13.073	22.095	0.807
X567	24.802	13.073	0.548
X567b	13.073	24.802	0.469
X568	22.504	13.073	0.548
X568b	13.073	22.504	0.373
X569	22.095	26.081	0.718
X569b	26.081	22.095	0.807
X570	24.802	26.081	0.718
X570b	26.081	24.802	0.469
X571	22.504	26.081	0.718
X571b	26.081	22.504	0.373
X572	22.504	24.802	0.469
X572b	24.802	22.504	0.373
X573	27.524	14.922	0.745
X573b	14.922	27.524	1.194
X574	13.782	14.922	0.745
X574b	14.922	13.782	0.79
X575	21.292	14.922	0.745
X575b	14.922	21.292	0.98
X576	22.836	14.922	0.745
X576b	14.922	22.836	1.134
X577	14.145	14.922	0.745
X577b	14.922	14.145	0.642
X578	25.082	14.922	0.745
X578b	14.922	25.082	0.761
X579	25.452	27.191	0.971
X579b	27.191	25.452	0.888
X580	24.348	27.191	0.971
X580b	27.191	24.348	0.989
X581	25.639	27.191	0.971
X581b	27.191	25.639	0.95
X582	24.877	27.191	0.971
X582b	27.191	24.877	0.826
X583	24.663	27.191	0.971
X583b	27.191	24.663	1.214
X584	26.739	27.191	0.971
X584b	27.191	26.739	0.781
X585	22.528	27.191	0.971
X585b	27.191	22.528	0.738
X586	24.348	25.452	0.888
X586b	25.452	24.348	0.989
X587	25.639	25.452	0.888
X587b	25.452	25.639	0.95
X588	24.877	25.452	0.888
X588b	25.452	24.877	0.826
X589	24.663	25.452	0.888
X589b	25.452	24.663	1.214
X590	26.739	25.452	0.888
X590b	25.452	26.739	0.781
X591	22.528	25.452	0.888
X591b	25.452	22.528	0.738
X592	21.476	27.524	1.194
X592b	27.524	21.476	0.801
X593	13.782	27.524	1.194
X593b	27.524	13.782	0.79
X594	14.145	27.524	1.194
X594b	27.524	14.145	0.642
X595	25.082	27.524	1.194
X595b	27.524	25.082	0.761
X596	13.782	21.476	0.801
X596b	21.476	13.782	0.79
X597	14.145	21.476	0.801
X597b	21.476	14.145	0.642
X598	25.082	21.476	0.801
X598b	21.476	25.082	0.761
X599	21.292	13.782	0.79
X599b	13.782	21.292	0.98
X600	22.836	13.782	0.79
X600b	13.782	22.836	1.134
X601	14.145	13.782	0.79
X601b	13.782	14.145	0.642
X602	25.082	13.782	0.79
X602b	13.782	25.082	0.761
X603	23.324	13.782	0.79
X603b	13.782	23.324	0.619
X604	13.295	13.782	0.79
X604b	13.782	13.295	0.722
X605	22.836	21.292	0.98
X605b	21.292	22.836	1.134
X606	25.082	21.292	0.98
X606b	21.292	25.082	0.761
X607	23.324	21.292	0.98
X607b	21.292	23.324	0.619
X608	14.145	22.836	1.134
X608b	22.836	14.145	0.642
X609	25.082	22.836	1.134
X609b	22.836	25.082	0.761
X610	23.324	22.836	1.134
X610b	22.836	23.324	0.619
X611	19.622	14.145	0.642
X611b	14.145	19.622	0.904
X612	20.949	14.145	0.642
X612b	14.145	20.949	0.854
X613	25.082	14.145	0.642
X613b	14.145	25.082	0.761
X614	23.324	14.145	0.642
X614b	14.145	23.324	0.619
X615	13.295	14.145	0.642
X615b	14.145	13.295	0.722
X616	21.609	24.883	0.387
X616b	24.883	21.609	0.452
X617	14.308	21.609	0.452
X617b	21.609	14.308	0.648
X618	17.943	20.503	0.474
X618b	20.503	17.943	0.67
X619	22.528	20.503	0.474
X619b	20.503	22.528	0.738
X620	14.656	20.503	0.474
X620b	20.503	14.656	0.757
X621	14.656	17.943	0.67
X621b	17.943	14.656	0.757
X622	20.609	17.943	0.67
X622b	17.943	20.609	0.53
X623	20.334	17.943	0.67
X623b	17.943	20.334	0.527
X624	22.194	25.988	0.916
X624b	25.988	22.194	1.075
X625	20.609	25.988	0.916
X625b	25.988	20.609	0.53
X626	20.609	22.194	1.075
X626b	22.194	20.609	0.53
X627	20.334	22.194	1.075
X627b	22.194	20.334	0.527
X628	20.949	19.622	0.904
X628b	19.622	20.949	0.854
X629	25.082	19.622	0.904
X629b	19.622	25.082	0.561
X630	20.686	19.622	0.904
X630b	19.622	20.686	0.282
X631	25.945	19.622	0.904
X631b	19.622	25.945	0.627
X632	22.337	19.622	0.904
X632b	19.622	22.337	0.67
X633	13.295	19.622	0.904
X633b	19.622	13.295	0.722
X634	21.888	19.622	0.904
X634b	19.622	21.888	0.894
X635	13.815	19.622	0.904
X635b	19.622	13.815	0.603
X636	25.082	20.949	0.854
X636b	20.949	25.082	0.561
X637	20.686	20.949	0.854
X637b	20.949	20.686	0.282
X638	25.945	20.949	0.854
X638b	20.949	25.945	0.627
X639	22.337	20.949	0.854
X639b	20.949	22.337	0.67
X640	13.295	20.949	0.854
X640b	20.949	13.295	0.722
X641	13.815	20.949	0.854
X641b	20.949	13.815	0.603
X642	20.686	25.082	0.561
X642b	25.082	20.686	0.282
X643	25.945	25.082	0.561
X643b	25.082	25.945	0.627
X644	26.49	25.082	0.561
X644b	25.082	26.49	0.721
X645	23.384	25.082	0.561
X645b	25.082	23.384	1.055
X646	25.945	20.686	0.282
X646b	20.686	25.945	0.627
X647	22.337	20.686	0.282
X647b	20.686	22.337	0.67
X648	13.815	20.686	0.282
X648b	20.686	13.815	0.603
X649	26.49	20.686	0.282
X649b	20.686	26.49	0.721
X650	22.337	25.945	0.627
X650b	25.945	22.337	0.67
X651	13.295	25.945	0.627
X651b	25.945	13.295	0.722
X652	13.815	25.945	0.627
X652b	25.945	13.815	0.603
X653	25.082	22.337	0.67
X653b	22.337	25.082	0.761
X654	13.295	22.337	0.67
X654b	22.337	13.295	0.722
X655	13.815	22.337	0.67
X655b	22.337	13.815	0.603
X656	23.324	25.082	0.761
X656b	25.082	23.324	0.619
X657	13.295	25.082	0.761
X657b	25.082	13.295	0.722
X658	13.295	23.324	0.619
X658b	23.324	13.295	0.722
X659	13.815	13.295	0.722
X659b	13.295	13.815	0.603
X660	22.371	25.98	1.066
X660b	25.98	22.371	0.937
X661	20.784	25.98	1.066
X661b	25.98	20.784	0.805
X662	21.6	25.98	1.066
X662b	25.98	21.6	0.882
X663	23.46	25.98	1.066
X663b	25.98	23.46	0.678
X664	20.784	22.371	0.937
X664b	22.371	20.784	0.805
X665	21.6	22.371	0.937
X665b	22.371	21.6	0.882
X666	22.406	23.498	0.115
X666b	23.498	22.406	0.1
X667	22.981	23.498	0.115
X667b	23.498	22.981	1.087
X668	20.128	23.498	0.115
X668b	23.498	20.128	1.115
X669	22.981	22.406	0.1
X669b	22.406	22.981	1.087
X670	20.128	22.406	0.1
X670b	22.406	20.128	1.115
X671	17.974	24.923	1.134
X671b	24.923	17.974	0.916
X672	21.491	25.18	0.572
X672b	25.18	21.491	0.25
X673	25.237	25.18	0.572
X673b	25.18	25.237	0.781
X674	25.237	21.491	0.25
X674b	21.491	25.237	0.781
X675	20.492	21.491	0.25
X675b	21.491	20.492	0.261
X676	20.492	25.237	0.781
X676b	25.237	20.492	0.261
X677	20.128	22.981	1.087
X677b	22.981	20.128	1.115
X678	21.888	22.981	1.087
X678b	22.981	21.888	0.894
X679	20.935	22.981	1.087
X679b	22.981	20.935	0.865
X680	21.888	20.128	1.115
X680b	20.128	21.888	0.894
X681	20.935	20.128	1.115
X681b	20.128	20.935	0.865
X682	20.935	21.888	0.894
X682b	21.888	20.935	0.865
X683	13.815	21.888	0.894
X683b	21.888	13.815	0.603
X684	13.815	20.935	0.865
X684b	20.935	13.815	0.603
X685	23.384	26.49	0.721
X685b	26.49	23.384	1.055
X686	24.877	26.49	0.721
X686b	26.49	24.877	0.826
X687	24.877	23.384	1.055
X687b	23.384	24.877	0.826
X688	24.663	23.384	1.055
X688b	23.384	24.663	1.214
X689	25.639	24.348	0.989
X689b	24.348	25.639	0.95
X690	24.877	24.348	0.989
X690b	24.348	24.877	0.826
X691	24.663	24.348	0.989
X691b	24.348	24.663	1.214
X692	26.739	24.348	0.989
X692b	24.348	26.739	0.781
X693	22.528	24.348	0.989
X693b	24.348	22.528	0.738
X694	24.877	25.639	0.95
X694b	25.639	24.877	0.826
X695	26.739	25.639	0.95
X695b	25.639	26.739	0.781
X696	22.528	25.639	0.95
X696b	25.639	22.528	0.738
X697	24.663	24.877	0.826
X697b	24.877	24.663	1.214
X698	26.739	24.877	0.826
X698b	24.877	26.739	0.781
X699	22.528	24.877	0.826
X699b	24.877	22.528	0.738
X700	22.528	24.663	1.214
X700b	24.663	22.528	0.738
X701	22.528	26.739	0.781
X701b	26.739	22.528	0.738
X702	20.609	14.656	0.757
X702b	14.656	20.609	0.53
X703	20.334	14.656	0.757
X703b	14.656	20.334	0.527
X704	20.334	20.609	0.53
X704b	20.609	20.334	0.527
X705	8.057	13.646	0.825
X705b	13.646	8.057	0.581
X706	28.466	13.646	0.825
X706b	13.646	28.466	1.193
X707	25.318	13.646	0.825
X707b	13.646	25.318	1.057
X708	24.904	26.922	1.05
X708b	26.922	24.904	1.053
X709	22.462	26.922	1.05
X709b	26.922	22.462	0.752
X710	25.068	26.922	1.05
X710b	26.922	25.068	0.974
X711	14.352	26.922	1.05
X711b	26.922	14.352	0.502
X712	15.941	26.922	1.05
X712b	26.922	15.941	0.647
X713	23.659	26.922	1.05
X713b	26.922	23.659	0.863
X714	25.235	26.922	1.05
X714b	26.922	25.235	0.829
X715	28.466	26.922	1.05
X715b	26.922	28.466	1.193
X716	25.318	26.922	1.05
X716b	26.922	25.318	1.057
X717	22.427	26.922	1.05
X717b	26.922	22.427	0.763
X718	24.262	26.922	1.05
X718b	26.922	24.262	1.119
X719	25.9	26.922	1.05
X719b	26.922	25.9	0.717
X720	14.757	26.922	1.05
X720b	26.922	14.757	0.574
X721	22.462	24.904	1.053
X721b	24.904	22.462	0.752
X722	25.068	24.904	1.053
X722b	24.904	25.068	0.974
X723	15.941	24.904	1.053
X723b	24.904	15.941	0.647
X724	25.235	24.904	1.053
X724b	24.904	25.235	0.829
X725	28.466	24.904	1.053
X725b	24.904	28.466	1.193
X726	25.318	24.904	1.053
X726b	24.904	25.318	1.057
X727	22.427	24.904	1.053
X727b	24.904	22.427	0.763
X728	24.262	24.904	1.053
X728b	24.904	24.262	1.119
X729	25.068	22.462	0.752
X729b	22.462	25.068	0.974
X730	14.352	22.462	0.752
X730b	22.462	14.352	0.502
X731	27.761	22.462	0.752
X731b	22.462	27.761	0.912
X732	23.071	22.462	0.752
X732b	22.462	23.071	0.754
X733	15.941	22.462	0.752
X733b	22.462	15.941	0.647
X734	22.427	22.462	0.752
X734b	22.462	22.427	0.763
X735	25.9	22.462	0.752
X735b	22.462	25.9	0.717
X736	23.362	22.462	0.752
X736b	22.462	23.362	0.479
X737	23.404	22.462	0.752
X737b	22.462	23.404	1.131
X738	14.757	22.462	0.752
X738b	22.462	14.757	0.574
X739	14.352	25.068	0.974
X739b	25.068	14.352	0.502
X740	27.761	25.068	0.974
X740b	25.068	27.761	0.912
X741	23.071	25.068	0.974
X741b	25.068	23.071	0.754
X742	15.941	25.068	0.974
X742b	25.068	15.941	0.647
X743	28.466	25.068	0.974
X743b	25.068	28.466	1.193
X744	22.427	25.068	0.974
X744b	25.068	22.427	0.763
X745	24.262	25.068	0.974
X745b	25.068	24.262	1.119
X746	25.9	25.068	0.974
X746b	25.068	25.9	0.717
X747	23.362	25.068	0.974
X747b	25.068	23.362	0.479
X748	14.757	25.068	0.974
X748b	25.068	14.757	0.574
X749	27.761	14.352	0.502
X749b	14.352	27.761	0.912
X750	23.071	14.352	0.502
X750b	14.352	23.071	0.754
X751	26.709	14.352	0.502
X751b	14.352	26.709	1.12
X752	27.517	14.352	0.502
X752b	14.352	27.517	0.867
X753	25.306	14.352	0.502
X753b	14.352	25.306	1.02
X754	15.941	14.352	0.502
X754b	14.352	15.941	0.647
X755	23.362	14.352	0.502
X755b	14.352	23.362	0.479
X756	26.693	14.352	0.502
X756b	14.352	26.693	0.738
X757	24.144	14.352	0.502
X757b	14.352	24.144	0.903
X758	14.757	14.352	0.502
X758b	14.352	14.757	0.574
X759	23.071	27.761	0.912
X759b	27.761	23.071	0.754
X760	20.748	27.761	0.912
X760b	27.761	20.748	1.329
X761	25.9	27.761	0.912
X761b	27.761	25.9	0.717
X762	23.362	27.761	0.912
X762b	27.761	23.362	0.479
X763	22.628	27.761	0.912
X763b	27.761	22.628	1.058
X764	23.404	27.761	0.912
X764b	27.761	23.404	1.131
X765	14.757	27.761	0.912
X765b	27.761	14.757	0.574
X766	23.104	23.071	0.754
X766b	23.071	23.104	1.033
X767	26.709	23.071	0.754
X767b	23.071	26.709	1.12
X768	20.748	23.071	0.754
X768b	23.071	20.748	1.329
X769	21.975	23.071	0.754
X769b	23.071	21.975	1.155
X770	25.9	23.071	0.754
X770b	23.071	25.9	0.717
X771	23.362	23.071	0.754
X771b	23.071	23.362	0.479
X772	22.628	23.071	0.754
X772b	23.071	22.628	1.058
X773	23.404	23.071	0.754
X773b	23.071	23.404	1.131
X774	14.757	23.071	0.754
X774b	23.071	14.757	0.574
X775	26.709	23.104	1.033
X775b	23.104	26.709	1.12
X776	20.748	23.104	1.033
X776b	23.104	20.748	1.329
X777	21.975	23.104	1.033
X777b	23.104	21.975	1.155
X778	21.774	23.104	1.033
X778b	23.104	21.774	0.864
X779	25.146	23.104	1.033
X779b	23.104	25.146	1.349
X780	27.517	23.104	1.033
X780b	23.104	27.517	0.867
X781	25.306	23.104	1.033
X781b	23.104	25.306	1.02
X782	26.693	23.104	1.033
X782b	23.104	26.693	0.738
X783	24.144	23.104	1.033
X783b	23.104	24.144	0.903
X784	24.727	23.104	1.033
X784b	23.104	24.727	0.182
X785	22.944	23.104	1.033
X785b	23.104	22.944	0.057
X786	20.748	26.709	1.12
X786b	26.709	20.748	1.329
X787	21.774	26.709	1.12
X787b	26.709	21.774	0.864
X788	25.146	26.709	1.12
X788b	26.709	25.146	1.349
X789	27.517	26.709	1.12
X789b	26.709	27.517	0.867
X790	25.306	26.709	1.12
X790b	26.709	25.306	1.02
X791	26.693	26.709	1.12
X791b	26.709	26.693	0.738
X792	24.144	26.709	1.12
X792b	26.709	24.144	0.903
X793	24.727	26.709	1.12
X793b	26.709	24.727	0.182
X794	22.944	26.709	1.12
X794b	26.709	22.944	0.057
X795	21.975	20.748	1.329
X795b	20.748	21.975	1.155
X796	22.917	20.748	1.329
X796b	20.748	22.917	0.945
X797	22.628	20.748	1.329
X797b	20.748	22.628	1.058
X798	23.404	20.748	1.329
X798b	20.748	23.404	1.131
X799	21.774	21.975	1.155
X799b	21.975	21.774	0.864
X800	25.146	21.975	1.155
X800b	21.975	25.146	1.349
X801	22.628	21.975	1.155
X801b	21.975	22.628	1.058
X802	23.404	21.975	1.155
X802b	21.975	23.404	1.131
X803	25.146	21.774	0.864
X803b	21.774	25.146	1.349
X804	22.944	21.774	0.864
X804b	21.774	22.944	0.057
X805	26.693	25.146	1.349
X805b	25.146	26.693	0.738
X806	24.727	25.146	1.349
X806b	25.146	24.727	0.182
X807	22.944	25.146	1.349
X807b	25.146	22.944	0.057
X808	25.544	22.917	0.945
X808b	22.917	25.544	0.894
X809	23.46	22.917	0.945
X809b	22.917	23.46	0.678
X810	22.628	22.917	0.945
X810b	22.917	22.628	1.058
X811	23.404	22.917	0.945
X811b	22.917	23.404	1.131
X812	19.705	14.613	0.784
X812b	14.613	19.705	0.899
X813	21.958	14.613	0.784
X813b	14.613	21.958	1.127
X814	21.6	20.784	0.805
X814b	20.784	21.6	0.882
X815	25.544	20.784	0.805
X815b	20.784	25.544	0.894
X816	23.46	20.784	0.805
X816b	20.784	23.46	0.678
X817	25.544	21.6	0.882
X817b	21.6	25.544	0.894
X818	23.46	21.6	0.882
X818b	21.6	23.46	0.678
X819	23.46	25.544	0.894
X819b	25.544	23.46	0.678
X820	25.306	27.517	0.867
X820b	27.517	25.306	1.02
X821	26.693	27.517	0.867
X821b	27.517	26.693	0.738
X822	24.144	27.517	0.867
X822b	27.517	24.144	0.903
X823	14.757	27.517	0.867
X823b	27.517	14.757	0.574
X824	24.727	27.517	0.867
X824b	27.517	24.727	0.182
X825	22.944	27.517	0.867
X825b	27.517	22.944	0.057
X826	26.693	25.306	1.02
X826b	25.306	26.693	0.738
X827	24.144	25.306	1.02
X827b	25.306	24.144	0.903
X828	24.727	25.306	1.02
X828b	25.306	24.727	0.182
X829	22.944	25.306	1.02
X829b	25.306	22.944	0.057
X830	23.659	15.941	0.647
X830b	15.941	23.659	0.863
X831	28.466	15.941	0.647
X831b	15.941	28.466	1.193
X832	25.318	15.941	0.647
X832b	15.941	25.318	1.057
X833	22.427	15.941	0.647
X833b	15.941	22.427	0.763
X834	24.262	15.941	0.647
X834b	15.941	24.262	1.119
X835	25.9	15.941	0.647
X835b	15.941	25.9	0.717
X836	23.362	15.941	0.647
X836b	15.941	23.362	0.479
X837	14.757	15.941	0.647
X837b	15.941	14.757	0.574
X838	25.235	23.659	0.863
X838b	23.659	25.235	0.829
X839	28.466	23.659	0.863
X839b	23.659	28.466	1.193
X840	25.318	23.659	0.863
X840b	23.659	25.318	1.057
X841	22.427	23.659	0.863
X841b	23.659	22.427	0.763
X842	24.262	23.659	0.863
X842b	23.659	24.262	1.119
X843	14.757	23.659	0.863
X843b	23.659	14.757	0.574
X844	21.452	23.659	0.863
X844b	23.659	21.452	1.046
X845	28.466	25.235	0.829
X845b	25.235	28.466	1.193
X846	25.318	25.235	0.829
X846b	25.235	25.318	1.057
X847	22.427	25.235	0.829
X847b	25.235	22.427	0.763
X848	24.262	25.235	0.829
X848b	25.235	24.262	1.119
X849	25.318	8.057	0.581
X849b	8.057	25.318	1.057
X850	25.318	28.466	1.193
X850b	28.466	25.318	1.057
X851	22.427	28.466	1.193
X851b	28.466	22.427	0.763
X852	24.262	28.466	1.193
X852b	28.466	24.262	1.119
X853	22.427	25.318	1.057
X853b	25.318	22.427	0.763
X854	24.262	25.318	1.057
X854b	25.318	24.262	1.119
X855	24.262	22.427	0.763
X855b	22.427	24.262	1.119
X856	25.9	22.427	0.763
X856b	22.427	25.9	0.717
X857	23.362	22.427	0.763
X857b	22.427	23.362	0.479
X858	14.757	22.427	0.763
X858b	22.427	14.757	0.574
X859	25.9	24.262	1.119
X859b	24.262	25.9	0.717
X860	14.757	24.262	1.119
X860b	24.262	14.757	0.574
X861	23.362	25.9	0.717
X861b	25.9	23.362	0.479
X862	14.757	25.9	0.717
X862b	25.9	14.757	0.574
X863	14.757	23.362	0.479
X863b	23.362	14.757	0.574
X864	21.958	19.705	0.899
X864b	19.705	21.958	1.127
X865	22.628	19.705	0.899
X865b	19.705	22.628	1.058
X866	23.404	19.705	0.899
X866b	19.705	23.404	1.131
X867	23.404	21.958	1.127
X867b	21.958	23.404	1.131
X868	23.404	22.628	1.058
X868b	22.628	23.404	1.131
X869	24.144	26.693	0.738
X869b	26.693	24.144	0.903
X870	14.757	26.693	0.738
X870b	26.693	14.757	0.574
X871	25.811	26.693	0.738
X871b	26.693	25.811	0.806
X872	22.836	26.693	0.738
X872b	26.693	22.836	1.022
X873	24.727	26.693	0.738
X873b	26.693	24.727	0.182
X874	22.944	26.693	0.738
X874b	26.693	22.944	0.057
X875	25.811	24.144	0.903
X875b	24.144	25.811	0.806
X876	22.836	24.144	0.903
X876b	24.144	22.836	1.022
X877	24.727	24.144	0.903
X877b	24.144	24.727	0.182
X878	22.944	24.144	0.903
X878b	24.144	22.944	0.057
X879	22.156	25.034	0.907
X879b	25.034	22.156	0.881
X880	25.811	25.034	0.907
X880b	25.034	25.811	0.806
X881	22.836	25.034	0.907
X881b	25.034	22.836	1.022
X882	19.731	22.156	0.881
X882b	22.156	19.731	1.035
X883	25.811	22.156	0.881
X883b	22.156	25.811	0.806
X884	22.836	22.156	0.881
X884b	22.156	22.836	1.022
X885	19.731	21.452	1.046
X885b	21.452	19.731	1.035
X886	22.836	25.811	0.806
X886b	25.811	22.836	1.022
X887	22.944	24.727	0.182
X887b	24.727	22.944	0.057
X888	23.695	25.176	0.98
X888b	25.176	23.695	0.956
