label	C1	C2	H2	intensity
X294	22.536	26.784	0.611	8.7134e-04
X294b	26.784	22.536	0.904	3.2870e-03
X295	25.413	26.784	0.611	5.4917e-03
X295b	26.784	25.413	0.876	3.3508e-02
X296	24.834	26.784	0.611	1.1717e-03
X296b	26.784	24.834	1.069	9.5823e-03
X297	13.747	26.784	0.611	7.6040e-02
X297b	26.784	13.747	0.503	7.6040e-02
X298	28.067	26.758	0.726	2.5855e-03
X298b	26.758	28.067	1.090	2.5855e-03
X299	22.536	26.758	0.726	3.2870e-03
X299b	26.758	22.536	0.904	3.2870e-03
X300	25.413	26.758	0.726	3.3508e-02
X300b	26.758	25.413	0.876	3.3508e-02
X301	24.834	26.758	0.726	9.5823e-03
X301b	26.758	24.834	1.069	9.5823e-03
X302	13.747	26.758	0.726	3.1194e-02
X302b	26.758	13.747	0.503	7.6040e-02
X303	22.737	24.390	-0.082	7.6007e-01
X303b	24.390	22.737	0.359	7.6007e-01
X304	21.750	24.390	-0.082	3.5618e-03
X304b	24.390	21.750	0.407	3.5618e-03
X305	23.700	24.390	-0.082	3.6505e-02
X305b	24.390	23.700	0.743	3.6505e-02
X306	16.119	24.390	-0.082	4.8165e-03
X306b	24.390	16.119	0.746	4.8165e-03
X307	24.801	24.390	-0.082	7.9319e-03
X307b	24.390	24.801	0.768	7.9319e-03
X308	22.680	24.390	-0.082	3.3306e-02
X308b	24.390	22.680	0.501	3.3306e-02
X309	22.536	24.390	-0.082	1.9028e-03
X309b	24.390	22.536	0.904	1.9028e-03
X310	21.750	22.737	0.359	1.7532e-03
X310b	22.737	21.750	0.407	1.7532e-03
X311	23.700	22.737	0.359	7.3574e-03
X311b	22.737	23.700	0.743	7.3574e-03
X312	26.102	22.737	0.359	2.5826e-03
X312b	22.737	26.102	0.813	2.5826e-03
X313	16.119	22.737	0.359	2.2230e-02
X313b	22.737	16.119	0.746	2.2230e-02
X314	24.801	22.737	0.359	1.0240e-03
X314b	22.737	24.801	0.768	1.0240e-03
X315	22.680	22.737	0.359	2.9145e-03
X315b	22.737	22.680	0.501	2.9145e-03
X316	28.067	22.737	0.359	2.0496e-03
X316b	22.737	28.067	1.090	2.0496e-03
X317	22.536	22.737	0.359	2.9539e-02
X317b	22.737	22.536	0.904	2.9539e-02
X318	25.413	22.737	0.359	8.2332e-04
X318b	22.737	25.413	0.876	8.2332e-04
X319	23.700	21.750	0.407	8.1029e-01
X319b	21.750	23.700	0.743	8.1029e-01
X320	21.345	21.750	0.407	3.4952e-03
X320b	21.750	21.345	0.734	3.4952e-03
X321	18.759	21.750	0.407	3.7815e-03
X321b	21.750	18.759	0.541	3.7815e-03
X322	16.119	21.750	0.407	1.2393e-03
X322b	21.750	16.119	0.746	1.2393e-03
X323	24.801	21.750	0.407	9.0662e-04
X323b	21.750	24.801	0.768	9.0662e-04
X324	22.680	21.750	0.407	9.8898e-03
X324b	21.750	22.680	0.501	9.8898e-03
X325	24.913	21.750	0.407	1.2406e-03
X325b	21.750	24.913	0.632	1.2406e-03
X326	11.691	21.750	0.407	5.3482e-03
X326b	21.750	11.691	0.901	5.3482e-03
X327	21.345	23.700	0.743	1.3981e-03
X327b	23.700	21.345	0.734	1.3981e-03
X328	18.759	23.700	0.743	9.6235e-04
X328b	23.700	18.759	0.541	9.6235e-04
X329	16.119	23.700	0.743	1.2674e-03
X329b	23.700	16.119	0.746	1.2674e-03
X330	24.801	23.700	0.743	2.6065e-03
X330b	23.700	24.801	0.768	2.6065e-03
X331	22.680	23.700	0.743	4.3679e-02
X331b	23.700	22.680	0.501	4.3679e-02
X332	24.913	23.700	0.743	8.0853e-04
X332b	23.700	24.913	0.632	8.0853e-04
X333	11.691	23.700	0.743	2.5011e-03
X333b	23.700	11.691	0.901	2.5011e-03
X334	18.759	21.345	0.734	7.4867e-01
X334b	21.345	18.759	0.541	7.4867e-01
X335	22.680	21.345	0.734	1.7563e-03
X335b	21.345	22.680	0.501	1.7563e-03
X336	22.680	18.759	0.541	1.4547e-03
X336b	18.759	22.680	0.501	1.4547e-03
X337	19.366	19.420	0.703	6.8731e-01
X337b	19.420	19.366	0.205	6.8731e-01
X338	22.639	19.420	0.703	3.4938e-03
X338b	19.420	22.639	0.663	3.4938e-03
X339	22.639	19.366	0.205	1.2561e-02
X339b	19.366	22.639	0.663	1.2561e-02
X340	26.102	19.366	0.205	1.2770e-03
X340b	19.366	26.102	0.813	1.2770e-03
X341	10.616	19.366	0.205	5.5901e-03
X341b	19.366	10.616	0.562	5.5901e-03
X342	26.102	22.639	0.663	7.1175e-01
X342b	22.639	26.102	0.813	7.1175e-01
X343	16.119	22.639	0.663	1.1589e-02
X343b	22.639	16.119	0.746	1.1589e-02
X344	28.067	22.639	0.663	2.4411e-03
X344b	22.639	28.067	1.090	2.4411e-03
X345	22.536	22.639	0.663	1.8922e-03
X345b	22.639	22.536	0.904	1.8922e-03
X346	10.616	22.639	0.663	1.1142e-02
X346b	22.639	10.616	0.562	1.1142e-02
X347	25.413	22.639	0.663	1.0271e-03
X347b	22.639	25.413	0.876	1.0271e-03
X348	24.834	22.639	0.663	3.4346e-03
X348b	22.639	24.834	1.069	3.4346e-03
X349	24.913	22.639	0.663	1.3236e-03
X349b	22.639	24.913	0.632	1.3236e-03
X350	16.119	26.102	0.813	3.8277e-02
X350b	26.102	16.119	0.746	3.8277e-02
X351	28.067	26.102	0.813	2.5152e-02
X351b	26.102	28.067	1.090	2.5152e-02
X352	22.536	26.102	0.813	2.6519e-02
X352b	26.102	22.536	0.904	2.6519e-02
X353	10.616	26.102	0.813	2.9249e-03
X353b	26.102	10.616	0.562	2.9249e-03
X354	25.413	26.102	0.813	6.6259e-03
X354b	26.102	25.413	0.876	6.6259e-03
X355	24.834	26.102	0.813	2.9244e-02
X355b	26.102	24.834	1.069	2.9244e-02
X356	24.913	26.102	0.813	3.4986e-03
X356b	26.102	24.913	0.632	3.4986e-03
X357	22.680	16.119	0.746	1.1589e-02
X357b	16.119	22.680	0.501	1.1519e-03
X358	28.067	16.119	0.746	4.7834e-03
X358b	16.119	28.067	1.090	4.7834e-03
X359	22.536	16.119	0.746	1.5940e-02
X359b	16.119	22.536	0.904	1.5940e-02
X360	24.834	16.119	0.746	7.8853e-04
X360b	16.119	24.834	1.069	7.8853e-04
X361	22.680	24.801	0.768	7.0518e-01
X361b	24.801	22.680	0.501	7.0518e-01
X362	22.536	28.067	1.090	7.6661e-01
X362b	28.067	22.536	0.904	7.6661e-01
X363	25.413	28.067	1.090	4.6421e-03
X363b	28.067	25.413	0.876	4.6421e-03
X364	24.834	28.067	1.090	2.6463e-02
X364b	28.067	24.834	1.069	2.6463e-02
X365	25.413	22.536	0.904	7.1125e-03
X365b	22.536	25.413	0.876	7.1125e-03
X366	24.834	22.536	0.904	1.2175e-02
X366b	22.536	24.834	1.069	1.2175e-02
X367	24.913	22.536	0.904	8.2587e-04
X367b	22.536	24.913	0.632	8.2587e-04
X368	21.929	21.989	0.800	7.6014e-01
X368b	21.989	21.929	0.880	7.6014e-01
X369	21.754	21.989	0.800	6.6485e-03
X369b	21.989	21.754	0.680	6.6485e-03
X370	24.072	21.989	0.800	8.7282e-02
X370b	21.989	24.072	-0.499	8.7282e-02
X371	24.834	21.989	0.800	8.9230e-04
X371b	21.989	24.834	1.069	8.9230e-04
X372	13.073	21.989	0.800	2.4258e-02
X372b	21.989	13.073	0.572	2.4258e-02
X373	25.272	21.989	0.800	3.9170e-03
X373b	21.989	25.272	0.204	3.9170e-03
X374	22.249	21.989	0.800	2.6282e-03
X374b	21.989	22.249	0.625	2.6282e-03
X375	21.754	21.929	0.880	2.3129e-03
X375b	21.929	21.754	0.680	2.3129e-03
X376	24.072	21.929	0.880	7.1477e-03
X376b	21.929	24.072	-0.499	7.1477e-03
X377	24.834	21.929	0.880	2.4427e-03
X377b	21.929	24.834	1.069	2.4427e-03
X378	13.073	21.929	0.880	1.7328e-03
X378b	21.929	13.073	0.572	1.7328e-03
X379	25.272	21.929	0.880	9.6278e-04
X379b	21.929	25.272	0.204	9.6278e-04
X380	24.834	10.616	0.562	1.0529e-03
X380b	10.616	24.834	1.069	1.0529e-03
X381	24.913	10.616	0.562	3.3071e-03
X381b	10.616	24.913	0.632	3.3071e-03
X382	24.407	10.616	0.562	7.4749e-04
X382b	10.616	24.407	0.715	7.4749e-04
X383	12.365	10.616	0.562	5.7755e-03
X383b	10.616	12.365	0.664	5.7755e-03
X384	24.072	21.754	0.680	6.3398e-01
X384b	21.754	24.072	-0.499	6.3398e-01
X385	25.413	21.754	0.680	7.5396e-04
X385b	21.754	25.413	0.876	7.5396e-04
X386	24.834	21.754	0.680	9.7524e-04
X386b	21.754	24.834	1.069	9.7524e-04
X387	13.073	21.754	0.680	1.4693e-03
X387b	21.754	13.073	0.572	1.4693e-03
X388	25.272	21.754	0.680	2.5470e-02
X388b	21.754	25.272	0.204	2.5470e-02
X389	22.249	21.754	0.680	2.1188e-03
X389b	21.754	22.249	0.625	2.1188e-03
X390	13.073	24.072	-0.499	2.1159e-02
X390b	24.072	13.073	0.572	2.1159e-02
X391	25.272	24.072	-0.499	4.4647e-02
X391b	24.072	25.272	0.204	4.4647e-02
X392	22.249	24.072	-0.499	6.3832e-03
X392b	24.072	22.249	0.625	6.3832e-03
X393	24.834	25.413	0.876	8.6211e-01
X393b	25.413	24.834	1.069	8.6211e-01
X394	13.747	25.413	0.876	6.4184e-03
X394b	25.413	13.747	0.503	6.4184e-03
X395	24.913	25.413	0.876	2.6325e-02
X395b	25.413	24.913	0.632	2.6325e-02
X396	24.407	25.413	0.876	1.4208e-02
X396b	25.413	24.407	0.715	1.4208e-02
X397	19.992	25.413	0.876	8.0773e-04
X397b	25.413	19.992	0.651	8.0773e-04
X398	13.747	24.834	1.069	1.1851e-03
X398b	24.834	13.747	0.503	1.1851e-03
X399	24.913	24.834	1.069	4.9661e-03
X399b	24.834	24.913	0.632	4.9661e-03
X400	24.407	24.834	1.069	1.8512e-03
X400b	24.834	24.407	0.715	1.8512e-03
X401	22.500	25.156	0.804	7.6167e-01
X401b	25.156	22.500	0.699	7.6167e-01
X402	9.490	25.156	0.804	5.7925e-03
X402b	25.156	9.490	0.378	5.7925e-03
X403	9.490	22.500	0.699	9.0150e-02
X403b	22.500	9.490	0.378	9.0150e-02
X404	24.407	13.747	0.503	2.0921e-03
X404b	13.747	24.407	0.715	2.0921e-03
X405	19.992	13.747	0.503	3.4932e-03
X405b	13.747	19.992	0.651	3.4932e-03
X406	22.279	13.747	0.503	9.5444e-03
X406b	13.747	22.279	0.898	9.5444e-03
X407	21.020	13.747	0.503	1.1207e-03
X407b	13.747	21.020	0.924	1.1207e-03
X408	20.492	13.747	0.503	1.9824e-03
X408b	13.747	20.492	0.261	1.9824e-03
X409	24.407	24.913	0.632	7.0847e-01
X409b	24.913	24.407	0.715	7.0847e-01
X410	12.365	24.913	0.632	5.8506e-03
X410b	24.913	12.365	0.664	5.8506e-03
X411	11.691	24.913	0.632	9.6956e-03
X411b	24.913	11.691	0.901	9.6956e-03
X412	19.992	24.913	0.632	1.9020e-03
X412b	24.913	19.992	0.651	1.9020e-03
X413	21.191	24.913	0.632	2.8725e-03
X413b	24.913	21.191	0.648	2.8725e-03
X414	12.365	24.407	0.715	2.4341e-03
X414b	24.407	12.365	0.664	2.4341e-03
X415	11.691	24.407	0.715	6.2043e-03
X415b	24.407	11.691	0.901	6.2043e-03
X416	19.992	24.407	0.715	3.1078e-02
X416b	24.407	19.992	0.651	3.1078e-02
X417	21.191	24.407	0.715	3.5332e-02
X417b	24.407	21.191	0.648	3.5332e-02
X418	11.691	12.365	0.664	1.0744e-02
X418b	12.365	11.691	0.901	1.0744e-02
X419	21.191	12.365	0.664	7.8055e-04
X419b	12.365	21.191	0.648	7.8055e-04
X420	21.191	11.691	0.901	4.2910e-03
X420b	11.691	21.191	0.648	4.2910e-03
X421	21.191	19.992	0.651	5.9177e-01
X421b	19.992	21.191	0.648	5.9177e-01
X422	11.138	19.992	0.651	3.1337e-03
X422b	19.992	11.138	0.651	3.1337e-03
X423	22.279	19.992	0.651	2.5167e-02
X423b	19.992	22.279	0.898	1.8837e-02
X424	21.020	19.992	0.651	2.1450e-03
X424b	19.992	21.020	0.924	2.1450e-03
X425	20.492	19.992	0.651	9.6823e-04
X425b	19.992	20.492	0.261	9.6823e-04
X426	11.138	21.191	0.648	2.0368e-03
X426b	21.191	11.138	0.651	2.0368e-03
X427	22.279	21.191	0.648	4.8495e-02
X427b	21.191	22.279	0.898	1.3920e-03
X428	22.279	11.138	0.651	1.0441e-03
X428b	11.138	22.279	0.898	1.0441e-03
X429	21.020	11.138	0.651	8.3489e-04
X429b	11.138	21.020	0.924	8.3489e-04
X430	21.020	22.279	0.898	7.6176e-01
X430b	22.279	21.020	0.924	7.6176e-01
X431	25.237	22.279	0.898	1.8530e-03
X431b	22.279	25.237	0.781	1.8530e-03
X432	20.492	22.279	0.898	1.7517e-02
X432b	22.279	20.492	0.261	1.7517e-02
X433	21.491	21.020	0.924	1.1065e-03
X433b	21.020	21.491	0.250	1.1065e-03
X434	25.237	21.020	0.924	1.8370e-03
X434b	21.020	25.237	0.781	1.8370e-03
X435	20.492	21.020	0.924	1.0574e-02
X435b	21.020	20.492	0.261	1.0574e-02
X436	22.383	13.602	0.655	1.2524e-02
X436b	13.602	22.383	0.720	1.2524e-02
X437	20.605	13.602	0.655	3.2872e-02
X437b	13.602	20.605	0.437	3.2872e-02
X438	22.419	26.885	0.876	6.8445e-01
X438b	26.885	22.419	0.655	6.8445e-01
X439	25.478	26.885	0.876	5.6685e-02
X439b	26.885	25.478	0.930	5.6685e-02
X440	24.044	26.885	0.876	6.2577e-03
X440b	26.885	24.044	0.778	6.2577e-03
X441	25.213	26.885	0.876	3.8717e-02
X441b	26.885	25.213	0.818	4.4837e-04
X442	22.086	26.885	0.876	1.8144e-02
X442b	26.885	22.086	0.633	1.8144e-02
X443	14.606	26.885	0.876	2.4515e-01
X443b	26.885	14.606	0.875	2.4515e-01
X444	25.478	22.419	0.655	7.8752e-02
X444b	22.419	25.478	0.930	7.8752e-02
X445	24.044	22.419	0.655	7.6633e-03
X445b	22.419	24.044	0.778	7.6633e-03
X446	25.213	22.419	0.655	1.0827e-02
X446b	22.419	25.213	0.818	7.3002e-04
X447	22.086	22.419	0.655	1.8829e-02
X447b	22.419	22.086	0.633	1.8829e-02
X448	14.606	22.419	0.655	9.3108e-03
X448b	22.419	14.606	0.875	9.3108e-03
X449	21.430	23.138	0.833	7.2352e-01
X449b	23.138	21.430	0.785	7.2352e-01
X450	25.696	23.138	0.833	8.1272e-02
X450b	23.138	25.696	0.881	8.1272e-02
X451	26.157	23.138	0.833	5.1830e-03
X451b	23.138	26.157	0.768	5.1830e-03
X452	20.603	23.138	0.833	1.8309e-03
X452b	23.138	20.603	1.022	1.8309e-03
X453	25.696	21.430	0.785	4.5277e-02
X453b	21.430	25.696	0.881	4.5277e-02
X454	26.157	21.430	0.785	4.2964e-03
X454b	21.430	26.157	0.768	4.2964e-03
X455	18.142	21.032	0.423	6.2609e-01
X455b	21.032	18.142	0.642	6.2609e-01
X456	13.843	21.032	0.423	2.2528e-03
X456b	21.032	13.843	0.598	2.2528e-03
X457	25.176	21.032	0.423	5.3542e-03
X457b	21.032	25.176	0.980	5.3542e-03
X458	23.695	21.032	0.423	7.7596e-03
X458b	21.032	23.695	0.956	7.7596e-03
X459	13.843	18.142	0.642	1.8163e-03
X459b	18.142	13.843	0.598	1.8163e-03
X460	25.176	18.142	0.642	1.4113e-02
X460b	18.142	25.176	0.980	1.4113e-02
X461	23.695	18.142	0.642	1.1043e-01
X461b	18.142	23.695	0.956	1.1043e-01
X462	23.633	13.198	0.745	9.4145e-04
X462b	13.198	23.633	0.895	9.4145e-04
X463	20.967	13.198	0.745	1.7237e-03
X463b	13.198	20.967	0.163	1.7237e-03
X464	21.448	13.198	0.745	1.3485e-03
X464b	13.198	21.448	0.402	1.3485e-03
X465	23.633	24.614	0.945	7.2825e-01
X465b	24.614	23.633	0.895	7.2825e-01
X466	26.157	25.696	0.881	7.2712e-01
X466b	25.696	26.157	0.768	7.2712e-01
X467	14.606	26.157	0.768	7.8261e-04
X467b	26.157	14.606	0.875	7.8261e-04
X468	13.820	26.157	0.768	7.6232e-04
X468b	26.157	13.820	0.871	7.6232e-04
X469	26.260	25.289	0.601	6.8618e-01
X469b	25.289	26.260	0.771	6.8618e-01
X470	13.820	25.289	0.601	1.0782e-02
X470b	25.289	13.820	0.871	1.0782e-02
X471	13.820	26.260	0.771	5.1592e-03
X471b	26.260	13.820	0.871	5.1592e-03
X472	24.044	25.478	0.930	6.6746e-01
X472b	25.478	24.044	0.778	6.6746e-01
X473	23.575	25.478	0.930	2.2724e-03
X473b	25.478	23.575	1.052	2.2724e-03
X474	25.239	25.478	0.930	1.5122e-02
X474b	25.478	25.239	0.821	1.5122e-02
X475	25.130	25.478	0.930	1.9294e-03
X475b	25.478	25.130	0.938	1.9294e-03
X476	24.015	25.478	0.930	6.6746e-01
X476b	25.478	24.015	0.807	2.9967e-03
X477	25.213	25.478	0.930	1.5122e-02
X477b	25.478	25.213	0.818	1.5122e-02
X478	22.086	25.478	0.930	4.3765e-03
X478b	25.478	22.086	0.633	4.3765e-03
X479	14.606	25.478	0.930	2.8170e-03
X479b	25.478	14.606	0.875	2.8170e-03
X480	23.575	24.044	0.778	2.5695e-03
X480b	24.044	23.575	1.052	2.5695e-03
X481	25.239	24.044	0.778	2.4137e-02
X481b	24.044	25.239	0.821	2.0559e-02
X482	25.130	24.044	0.778	2.8329e-02
X482b	24.044	25.130	0.938	5.9386e-01
X483	24.015	24.044	0.778	6.1256e-02
X483b	24.044	24.015	0.807	6.1256e-02
X484	25.213	24.044	0.778	2.4137e-02
X484b	24.044	25.213	0.818	2.0559e-02
X485	22.086	24.044	0.778	5.5615e-03
X485b	24.044	22.086	0.633	5.5615e-03
X486	25.239	23.575	1.052	7.5187e-01
X486b	23.575	25.239	0.821	7.5187e-01
X487	25.130	25.239	0.821	1.2983e-03
X487b	25.239	25.130	0.938	4.2440e-03
X488	24.015	25.239	0.821	2.0559e-02
X488b	25.239	24.015	0.807	3.8025e-03
X489	24.015	25.130	0.938	5.9386e-01
X489b	25.130	24.015	0.807	5.9386e-01
X490	25.213	25.130	0.938	4.2440e-03
X490b	25.130	25.213	0.818	1.2983e-03
X491	22.086	25.130	0.938	1.0759e-03
X491b	25.130	22.086	0.633	1.0759e-03
X492	25.213	24.015	0.807	3.8025e-03
X492b	24.015	25.213	0.818	2.0559e-02
X493	22.086	24.015	0.807	1.9688e-03
X493b	24.015	22.086	0.633	5.5615e-03
X494	25.272	13.073	0.572	3.3296e-03
X494b	13.073	25.272	0.204	3.3296e-03
X495	22.249	13.073	0.572	4.6328e-03
X495b	13.073	22.249	0.625	4.6328e-03
X496	22.249	25.272	0.204	7.7545e-01
X496b	25.272	22.249	0.625	7.7545e-01
X497	27.669	21.446	0.835	7.4198e-01
X497b	21.446	27.669	0.780	7.4198e-01
X498	25.213	21.446	0.835	1.0040e-03
X498b	21.446	25.213	0.818	4.4525e-05
X499	22.086	21.446	0.835	1.3754e-03
X499b	21.446	22.086	0.633	1.3754e-03
X500	22.086	25.213	0.818	1.9187e-04
X500b	25.213	22.086	0.633	6.9483e-01
X501	14.606	25.213	0.818	1.1283e-04
X501b	25.213	14.606	0.875	3.1695e-03
X502	14.606	22.086	0.633	1.5575e-03
X502b	22.086	14.606	0.875	1.5575e-03
X503	19.406	14.606	0.875	1.5135e-03
X503b	14.606	19.406	0.670	1.5135e-03
X504	18.883	20.603	1.022	7.9634e-01
X504b	20.603	18.883	0.865	7.9634e-01
X505	13.843	20.603	1.022	8.7384e-04
X505b	20.603	13.843	0.598	8.7384e-04
X506	13.843	18.883	0.865	8.3971e-04
X506b	18.883	13.843	0.598	8.3971e-04
X507	25.785	22.988	0.988	6.8023e-01
X507b	22.988	25.785	0.745	6.8023e-01
X508	20.967	13.843	0.598	2.3587e-03
X508b	13.843	20.967	0.163	2.3587e-03
X509	21.448	13.843	0.598	2.2849e-02
X509b	13.843	21.448	0.402	2.2849e-02
X510	27.381	13.843	0.598	5.7237e-03
X510b	13.843	27.381	0.769	5.7237e-03
X511	25.176	13.843	0.598	7.7200e-04
X511b	13.843	25.176	0.980	7.7200e-04
X512	21.448	20.967	0.163	9.0192e-01
X512b	20.967	21.448	0.402	9.0192e-01
X513	14.919	20.967	0.163	1.3590e-02
X513b	20.967	14.919	0.778	1.3590e-02
X514	24.066	20.967	0.163	1.4288e-02
X514b	20.967	24.066	1.105	1.4288e-02
X515	27.381	20.967	0.163	4.2239e-02
X515b	20.967	27.381	0.769	4.2239e-02
X516	14.919	21.448	0.402	1.5607e-03
X516b	21.448	14.919	0.778	1.5607e-03
X517	24.066	21.448	0.402	2.9444e-03
X517b	21.448	24.066	1.105	2.9444e-03
X518	27.381	21.448	0.402	2.1954e-02
X518b	21.448	27.381	0.769	2.1954e-02
X519	24.066	14.919	0.778	3.7928e-02
X519b	14.919	24.066	1.105	3.7928e-02
X520	27.381	14.919	0.778	5.9368e-03
X520b	14.919	27.381	0.769	5.9368e-03
X521	20.364	14.919	0.778	8.8835e-04
X521b	14.919	20.364	-0.085	8.8835e-04
X522	21.867	12.815	0.999	1.0467e-03
X522b	12.815	21.867	0.566	1.0467e-03
X523	27.381	24.066	1.105	6.6948e-01
X523b	24.066	27.381	0.769	6.6948e-01
X524	20.364	24.066	1.105	3.2500e-03
X524b	24.066	20.364	-0.085	3.2500e-03
X525	21.867	24.066	1.105	1.9233e-03
X525b	24.066	21.867	0.566	1.9233e-03
X526	21.867	20.364	-0.085	7.5946e-01
X526b	20.364	21.867	0.566	7.5946e-01
X527	13.073	20.364	-0.085	3.1439e-03
X527b	20.364	13.073	0.548	3.1439e-03
X528	26.081	20.364	-0.085	6.5407e-03
X528b	20.364	26.081	0.718	6.5407e-03
X529	22.095	20.364	-0.085	8.5703e-03
X529b	20.364	22.095	0.807	1.6130e-04
X530	13.073	21.867	0.566	2.2969e-02
X530b	21.867	13.073	0.548	2.2969e-02
X531	26.081	21.867	0.566	2.8877e-03
X531b	21.867	26.081	0.718	2.8877e-03
X532	22.095	21.867	0.566	2.3925e-03
X532b	21.867	22.095	0.807	7.0451e-05
X533	25.825	23.064	0.863	8.4105e-01
X533b	23.064	25.825	1.033	8.4105e-01
X534	25.628	23.064	0.863	3.3769e-03
X534b	23.064	25.628	0.885	3.3769e-03
X535	26.081	23.064	0.863	1.5618e-02
X535b	23.064	26.081	0.718	1.5618e-02
X536	22.095	23.064	0.863	1.5172e-02
X536b	23.064	22.095	0.807	5.5109e-03
X537	25.628	25.825	1.033	4.9733e-02
X537b	25.825	25.628	0.885	4.9733e-02
X538	22.069	25.825	1.033	3.9875e-03
X538b	25.825	22.069	0.721	3.0159e-03
X539	21.071	25.825	1.033	1.2512e-03
X539b	25.825	21.071	0.726	1.2512e-03
X540	26.081	25.825	1.033	8.3573e-03
X540b	25.825	26.081	0.718	8.3573e-03
X541	22.095	25.825	1.033	3.9875e-03
X541b	25.825	22.095	0.807	6.2366e-01
X542	22.069	25.628	0.885	8.0854e-01
X542b	25.628	22.069	0.721	8.0854e-01
X543	19.406	25.628	0.885	1.9322e-03
X543b	25.628	19.406	0.670	1.9322e-03
X544	21.071	25.628	0.885	2.2252e-02
X544b	25.628	21.071	0.726	2.2252e-02
X545	26.081	25.628	0.885	8.3776e-04
X545b	25.628	26.081	0.718	8.3776e-04
X546	22.504	25.628	0.885	1.8216e-03
X546b	25.628	22.504	0.373	1.8216e-03
X547	19.406	22.069	0.721	1.1056e-03
X547b	22.069	19.406	0.670	1.1056e-03
X548	21.071	22.069	0.721	1.3803e-02
X548b	22.069	21.071	0.726	1.3803e-02
X549	22.504	22.069	0.721	8.3824e-04
X549b	22.069	22.504	0.373	8.3824e-04
X550	21.071	19.406	0.670	6.6619e-01
X550b	19.406	21.071	0.726	6.6619e-01
X551	12.747	19.406	0.670	1.7271e-02
X551b	19.406	12.747	0.290	1.7271e-02
X552	24.802	19.406	0.670	2.8657e-03
X552b	19.406	24.802	0.469	2.8657e-03
X553	22.504	19.406	0.670	4.1147e-02
X553b	19.406	22.504	0.373	4.1147e-02
X554	12.747	21.071	0.726	1.8618e-03
X554b	21.071	12.747	0.290	1.8618e-03
X555	24.802	21.071	0.726	1.7336e-03
X555b	21.071	24.802	0.469	1.7336e-03
X556	22.504	21.071	0.726	2.5954e-02
X556b	21.071	22.504	0.373	2.5954e-02
X557	13.073	12.747	0.290	3.9945e-03
X557b	12.747	13.073	0.548	3.9945e-03
X558	24.802	12.747	0.290	1.9702e-02
X558b	12.747	24.802	0.469	1.9702e-02
X559	22.504	12.747	0.290	2.9333e-02
X559b	12.747	22.504	0.373	2.9333e-02
X560	20.605	22.383	0.720	8.5093e-01
X560b	22.383	20.605	0.437	8.5093e-01
X561	20.715	21.973	0.912	6.8236e-01
X561b	21.973	20.715	0.989	6.8236e-01
X562	14.922	21.973	0.912	2.6844e-02
X562b	21.973	14.922	0.745	2.6844e-02
X563	14.922	20.715	0.989	1.0710e-02
X563b	20.715	14.922	0.745	1.0710e-02
X564	27.524	20.715	0.989	9.6264e-04
X564b	20.715	27.524	1.194	9.6264e-04
X565	26.081	13.073	0.548	2.7747e-03
X565b	13.073	26.081	0.718	2.7747e-03
X566	22.095	13.073	0.548	7.8248e-04
X566b	13.073	22.095	0.807	3.3449e-05
X567	24.802	13.073	0.548	2.2246e-02
X567b	13.073	24.802	0.469	2.2246e-02
X568	22.504	13.073	0.548	2.3473e-03
X568b	13.073	22.504	0.373	2.3473e-03
X569	22.095	26.081	0.718	7.7340e-01
X569b	26.081	22.095	0.807	9.9536e-04
X570	24.802	26.081	0.718	2.9360e-03
X570b	26.081	24.802	0.469	2.9360e-03
X571	22.504	26.081	0.718	2.3217e-03
X571b	26.081	22.504	0.373	2.3217e-03
X572	22.504	24.802	0.469	7.3736e-01
X572b	24.802	22.504	0.373	7.3736e-01
X573	27.524	14.922	0.745	2.8241e-03
X573b	14.922	27.524	1.194	2.8241e-03
X574	13.782	14.922	0.745	3.5230e-03
X574b	14.922	13.782	0.790	3.5230e-03
X575	21.292	14.922	0.745	7.9560e-03
X575b	14.922	21.292	0.980	7.9560e-03
X576	22.836	14.922	0.745	2.2043e-02
X576b	14.922	22.836	1.134	2.2043e-02
X577	14.145	14.922	0.745	9.8541e-04
X577b	14.922	14.145	0.642	9.8541e-04
X578	25.082	14.922	0.745	9.8277e-04
X578b	14.922	25.082	0.761	9.8277e-04
X579	25.452	27.191	0.971	9.2290e-01
X579b	27.191	25.452	0.888	9.2290e-01
X580	24.348	27.191	0.971	6.1211e-03
X580b	27.191	24.348	0.989	6.1211e-03
X581	25.639	27.191	0.971	8.2862e-04
X581b	27.191	25.639	0.950	8.2862e-04
X582	24.877	27.191	0.971	3.3654e-03
X582b	27.191	24.877	0.826	3.3654e-03
X583	24.663	27.191	0.971	1.8592e-03
X583b	27.191	24.663	1.214	1.8592e-03
X584	26.739	27.191	0.971	7.1365e-03
X584b	27.191	26.739	0.781	7.1365e-03
X585	22.528	27.191	0.971	3.3162e-02
X585b	27.191	22.528	0.738	3.3162e-02
X586	24.348	25.452	0.888	4.4587e-02
X586b	25.452	24.348	0.989	4.4587e-02
X587	25.639	25.452	0.888	2.6639e-03
X587b	25.452	25.639	0.950	2.6639e-03
X588	24.877	25.452	0.888	5.4062e-02
X588b	25.452	24.877	0.826	5.4062e-02
X589	24.663	25.452	0.888	1.1602e-02
X589b	25.452	24.663	1.214	1.1602e-02
X590	26.739	25.452	0.888	1.1576e-02
X590b	25.452	26.739	0.781	1.1576e-02
