label	C1	C2	H2	intensity
X605	22.260	14.100	0.470	6.1140e-03
X606	14.100	22.260	1.080	6.1140e-03
X607	21.750	14.100	0.470	1.1432e-02
X608	14.100	21.750	0.610	1.1432e-02
X609	23.080	25.050	0.680	7.1340e-01
X610	25.050	23.080	0.790	7.1340e-01
X611	25.890	25.050	0.680	1.2493e-03
X612	25.050	25.890	0.940	1.2493e-03
X613	27.170	25.050	0.680	1.0504e-03
X614	25.050	27.170	0.960	1.0504e-03
X615	26.250	25.050	0.680	3.9610e-03
X616	25.050	26.250	0.800	3.9610e-03
X617	23.330	25.050	0.680	1.2241e-02
X618	25.050	23.330	0.860	1.2241e-02
X619	19.550	25.050	0.680	1.6714e-03
X620	25.050	19.550	1.150	1.6714e-03
X621	20.880	25.050	0.680	4.0139e-02
X622	25.050	20.880	1.730	4.0139e-02
X623	25.890	23.080	0.790	1.1426e-03
X624	23.080	25.890	0.940	1.1426e-03
X625	26.250	23.080	0.790	2.5218e-03
X626	23.080	26.250	0.800	2.5218e-03
X627	23.330	23.080	0.790	1.7430e-02
X628	23.080	23.330	0.860	1.7430e-02
X629	20.880	23.080	0.790	5.7187e-03
X630	23.080	20.880	1.730	5.7187e-03
X631	27.170	25.890	0.940	8.0156e-01
X632	25.890	27.170	0.960	8.0156e-01
X633	24.370	25.890	0.940	4.6156e-02
X634	25.890	24.370	0.900	4.6156e-02
X635	24.430	25.890	0.940	2.8972e-02
X636	25.890	24.430	0.910	2.8972e-02
X637	26.250	25.890	0.940	2.8442e-02
X638	25.890	26.250	0.800	2.8442e-02
X639	23.330	25.890	0.940	7.0873e-03
X640	25.890	23.330	0.860	7.0873e-03
X641	18.310	25.890	0.940	2.1199e-03
X642	25.890	18.310	1.320	2.1199e-03
X643	20.880	25.890	0.940	2.3952e-02
X644	25.890	20.880	1.730	2.3952e-02
X645	17.200	25.890	0.940	5.7981e-03
X646	25.890	17.200	1.840	5.7981e-03
X647	24.370	27.170	0.960	5.3493e-03
X648	27.170	24.370	0.900	5.3493e-03
X649	24.430	27.170	0.960	1.0737e-02
X650	27.170	24.430	0.910	1.0737e-02
X651	26.250	27.170	0.960	6.4796e-03
X652	27.170	26.250	0.800	6.4796e-03
X653	23.330	27.170	0.960	1.5867e-03
X654	27.170	23.330	0.860	1.5867e-03
X655	18.310	27.170	0.960	2.3267e-03
X656	27.170	18.310	1.320	2.3267e-03
X657	20.880	27.170	0.960	5.1039e-02
X658	27.170	20.880	1.730	5.1039e-02
X659	17.200	27.170	0.960	3.6417e-02
X660	27.170	17.200	1.840	3.6417e-02
X661	12.830	21.470	1.040	1.5402e-03
X662	21.470	12.830	0.590	1.5402e-03
X663	21.150	21.470	1.040	8.3509e-04
X664	21.470	21.150	1.050	8.3509e-04
X665	24.430	12.830	0.590	2.1420e-03
X666	12.830	24.430	0.910	2.1420e-03
X667	18.310	12.830	0.590	2.8376e-03
X668	12.830	18.310	1.320	2.8376e-03
X669	22.820	12.830	0.590	5.7321e-03
X670	12.830	22.820	0.700	5.7321e-03
X671	27.910	12.830	0.590	3.1639e-02
X672	12.830	27.910	0.960	3.1639e-02
X673	25.920	12.830	0.590	2.9003e-03
X674	12.830	25.920	1.030	2.9003e-03
X675	23.690	12.830	0.590	2.2411e-03
X676	12.830	23.690	0.830	2.2411e-03
X677	17.200	12.830	0.590	2.7658e-02
X678	12.830	17.200	1.840	2.7658e-02
X679	12.160	12.830	0.590	1.4561e-03
X680	12.830	12.160	0.070	1.4561e-03
X681	24.370	18.240	1.470	2.5451e-03
X682	18.240	24.370	0.900	2.5451e-03
X683	24.430	18.240	1.470	2.1691e-03
X684	18.240	24.430	0.910	2.1691e-03
X685	24.430	24.370	0.900	7.8890e-01
X686	24.370	24.430	0.910	7.8890e-01
X687	26.250	24.370	0.900	3.8853e-02
X688	24.370	26.250	0.800	3.8853e-02
X689	23.330	24.370	0.900	5.2893e-03
X690	24.370	23.330	0.860	5.2893e-03
X691	18.310	24.370	0.900	5.7047e-03
X692	24.370	18.310	1.320	5.7047e-03
X693	20.880	24.370	0.900	1.7307e-03
X694	24.370	20.880	1.730	1.7307e-03
X695	17.200	24.370	0.900	2.6986e-03
X696	24.370	17.200	1.840	2.6986e-03
X697	26.250	24.430	0.910	5.6412e-03
X698	24.430	26.250	0.800	5.6412e-03
X699	23.330	24.430	0.910	9.0978e-04
X700	24.430	23.330	0.860	9.0978e-04
X701	18.310	24.430	0.910	5.1268e-03
X702	24.430	18.310	1.320	5.1268e-03
X703	20.880	24.430	0.910	1.1885e-03
X704	24.430	20.880	1.730	1.1885e-03
X705	17.200	24.430	0.910	1.0748e-02
X706	24.430	17.200	1.840	1.0748e-02
X707	23.330	26.250	0.800	8.4400e-01
X708	26.250	23.330	0.860	8.4400e-01
X709	18.310	26.250	0.800	3.2221e-02
X710	26.250	18.310	1.320	3.2221e-02
X711	20.880	26.250	0.800	4.3829e-02
X712	26.250	20.880	1.730	4.3829e-02
X713	17.200	26.250	0.800	3.2524e-03
X714	26.250	17.200	1.840	3.2524e-03
X715	18.310	23.330	0.860	2.4620e-03
X716	23.330	18.310	1.320	2.4620e-03
X717	20.880	23.330	0.860	1.3593e-02
X718	23.330	20.880	1.730	1.3593e-02
X719	22.820	18.310	1.320	2.1622e-03
X720	18.310	22.820	0.700	2.1622e-03
X721	27.910	18.310	1.320	2.8897e-03
X722	18.310	27.910	0.960	2.8897e-03
X723	23.690	18.310	1.320	8.4034e-04
X724	18.310	23.690	0.830	8.4034e-04
X725	20.880	18.310	1.320	5.9536e-03
X726	18.310	20.880	1.730	5.9536e-03
X727	17.200	18.310	1.320	3.3912e-02
X728	18.310	17.200	1.840	3.3912e-02
X729	27.910	22.820	0.700	9.1279e-01
X730	22.820	27.910	0.960	9.1279e-01
X731	25.920	22.820	0.700	9.9417e-04
X732	22.820	25.920	1.030	9.9417e-04
X733	17.080	22.820	0.700	9.3393e-03
X734	22.820	17.080	2.050	9.3393e-03
X735	19.550	22.820	0.700	1.8864e-03
X736	22.820	19.550	1.150	1.8864e-03
X737	17.200	22.820	0.700	1.3613e-02
X738	22.820	17.200	1.840	1.3613e-02
X739	17.650	22.820	0.700	2.2817e-03
X740	22.820	17.650	0.190	2.2817e-03
X741	12.160	22.820	0.700	2.1745e-02
X742	22.820	12.160	0.070	2.1745e-02
X743	24.250	22.820	0.700	7.9791e-04
X744	22.820	24.250	0.660	7.9791e-04
X745	23.810	27.910	0.960	9.1626e-04
X746	27.910	23.810	0.120	9.1626e-04
X747	24.050	27.910	0.960	1.4776e-03
X748	27.910	24.050	0.910	1.4776e-03
X749	25.920	27.910	0.960	9.3083e-03
X750	27.910	25.920	1.030	9.3083e-03
X751	23.690	27.910	0.960	2.3248e-03
X752	27.910	23.690	0.830	2.3248e-03
X753	17.080	27.910	0.960	2.8721e-02
X754	27.910	17.080	2.050	2.8721e-02
X755	17.200	27.910	0.960	8.8717e-03
X756	27.910	17.200	1.840	8.8717e-03
X757	12.160	27.910	0.960	1.4843e-02
X758	27.910	12.160	0.070	1.4843e-02
X759	17.080	17.590	2.020	9.6128e-04
X760	17.590	17.080	2.050	9.6128e-04
X761	23.810	17.590	2.020	9.9277e-03
X762	17.590	23.810	1.210	9.9277e-03
X763	13.500	17.590	2.020	8.0736e-04
X764	17.590	13.500	0.890	8.0736e-04
X765	17.460	17.590	2.020	4.5085e-03
X766	17.590	17.460	1.130	4.5085e-03
X767	18.160	17.590	2.020	8.3559e-04
X768	17.590	18.160	1.430	8.3559e-04
X769	20.250	17.590	2.020	2.1242e-01
X770	17.590	20.250	1.520	2.1242e-01
X771	19.550	17.590	2.020	1.4991e-02
X772	17.590	19.550	1.150	1.4991e-02
X773	23.810	26.550	0.770	8.3424e-01
X774	26.550	23.810	0.120	8.3424e-01
X775	24.460	26.550	0.770	3.8636e-03
X776	26.550	24.460	1.430	3.8636e-03
X777	24.050	26.550	0.770	9.7349e-03
X778	26.550	24.050	0.910	9.7349e-03
X779	25.490	26.550	0.770	7.2001e-03
X780	26.550	25.490	0.870	7.2001e-03
X781	25.920	26.550	0.770	7.9806e-04
X782	26.550	25.920	1.030	7.9806e-04
X783	14.730	26.550	0.770	6.0322e-02
X784	26.550	14.730	0.780	6.0322e-02
X785	17.080	26.550	0.770	1.1690e-02
X786	26.550	17.080	2.050	1.1690e-02
X787	18.640	26.550	0.770	8.4598e-03
X788	26.550	18.640	1.350	8.4598e-03
X789	23.810	26.550	0.770	8.3424e-01
X790	26.550	23.810	1.210	3.8782e-03
X791	20.780	26.550	0.770	2.4560e-03
X792	26.550	20.780	0.930	2.4560e-03
X793	18.360	26.550	0.770	1.1600e-02
X794	26.550	18.360	1.450	1.1600e-02
X795	24.460	23.810	0.120	4.6293e-02
X796	23.810	24.460	1.430	4.6293e-02
X797	19.720	23.810	0.120	7.7047e-04
X798	23.810	19.720	-1.020	7.7047e-04
X799	24.050	23.810	0.120	4.3672e-02
X800	23.810	24.050	0.910	4.3672e-02
X801	25.490	23.810	0.120	2.1229e-02
X802	23.810	25.490	0.870	2.1229e-02
X803	25.920	23.810	0.120	1.3430e-03
X804	23.810	25.920	1.030	1.3430e-03
X805	14.730	23.810	0.120	7.6777e-03
X806	23.810	14.730	0.780	7.6777e-03
X807	17.080	23.810	0.120	3.0008e-02
X808	23.810	17.080	2.050	3.0008e-02
X809	18.640	23.810	0.120	8.9870e-04
X810	23.810	18.640	1.350	8.9870e-04
X811	23.810	23.810	0.120	2.6276e-03
X812	23.810	23.810	1.210	2.6276e-03
X813	20.780	23.810	0.120	3.6963e-03
X814	23.810	20.780	0.930	3.6963e-03
X815	18.360	23.810	0.120	2.7868e-03
X816	23.810	18.360	1.450	2.7868e-03
X817	19.720	24.460	1.430	2.6322e-03
X818	24.460	19.720	-1.020	2.6322e-03
X819	13.690	24.460	1.430	4.7217e-03
X820	24.460	13.690	0.790	4.7217e-03
X821	24.600	24.460	1.430	2.9307e-03
X822	24.460	24.600	1.100	2.9307e-03
X823	24.050	24.460	1.430	1.6673e-02
X824	24.460	24.050	0.910	1.6673e-02
X825	25.490	24.460	1.430	4.9990e-02
X826	24.460	25.490	0.870	4.9990e-02
X827	17.080	24.460	1.430	1.1297e-03
X828	24.460	17.080	2.050	1.1297e-03
X829	12.160	24.460	1.430	9.8828e-04
X830	24.460	12.160	0.070	9.8828e-04
X831	20.780	24.460	1.430	2.0873e-02
X832	24.460	20.780	0.930	2.0873e-02
X833	22.620	24.460	1.430	7.7155e-03
X834	24.460	22.620	1.050	7.7155e-03
X835	18.360	24.460	1.430	9.4282e-04
X836	24.460	18.360	1.450	9.4282e-04
X837	25.480	19.720	-1.020	7.6961e-01
X838	19.720	25.480	-0.270	7.6961e-01
X839	13.690	19.720	-1.020	2.0818e-03
X840	19.720	13.690	0.790	2.0818e-03
X841	20.180	19.720	-1.020	1.2684e-03
X842	19.720	20.180	1.580	1.2684e-03
X843	24.600	19.720	-1.020	2.0173e-03
X844	19.720	24.600	1.100	2.0173e-03
X845	24.050	19.720	-1.020	2.2661e-02
X846	19.720	24.050	0.910	2.2661e-02
X847	25.490	19.720	-1.020	7.6961e-01
X848	19.720	25.490	0.870	8.6755e-03
X849	25.920	19.720	-1.020	4.6724e-03
X850	19.720	25.920	1.030	4.6724e-03
X851	23.690	19.720	-1.020	8.3154e-04
X852	19.720	23.690	0.830	8.3154e-04
X853	12.160	19.720	-1.020	8.5626e-04
X854	19.720	12.160	0.070	8.5626e-04
X855	13.690	25.480	-0.270	8.3792e-04
X856	25.480	13.690	0.790	4.0382e-03
X857	20.180	25.480	-0.270	1.0210e-02
X858	25.480	20.180	1.580	1.0210e-02
X859	18.220	25.480	-0.270	9.3814e-04
X860	25.480	18.220	1.770	9.3814e-04
X861	24.050	25.480	-0.270	1.6591e-03
X862	25.480	24.050	0.910	6.7722e-01
X863	25.490	25.480	-0.270	9.0458e-04
X864	25.480	25.490	0.870	9.0458e-04
X865	25.920	25.480	-0.270	1.1697e-03
X866	25.480	25.920	1.030	1.8635e-03
X867	18.680	13.690	0.790	2.6623e-03
X868	13.690	18.680	0.340	1.0790e-03
X869	18.660	13.690	0.790	2.6623e-03
X870	13.690	18.660	1.240	2.6623e-03
X871	24.600	13.690	0.790	2.7580e-02
X872	13.690	24.600	1.100	2.7580e-02
X873	25.610	13.690	0.790	1.0382e-02
X874	13.690	25.610	0.870	1.0382e-02
X875	25.490	13.690	0.790	4.0382e-03
X876	13.690	25.490	0.870	4.0382e-03
X877	21.550	13.690	0.790	1.0144e-02
X878	13.690	21.550	0.860	1.0144e-02
X879	23.560	13.690	0.790	1.7605e-03
X880	13.690	23.560	0.130	1.7605e-03
X881	20.780	13.690	0.790	4.7277e-03
X882	13.690	20.780	0.930	4.7277e-03
X883	22.620	13.690	0.790	4.5810e-02
X884	13.690	22.620	1.050	4.5810e-02
X885	25.560	13.690	0.790	2.4310e-03
X886	13.690	25.560	0.900	2.4310e-03
X887	19.850	13.690	0.790	4.9155e-03
X888	13.690	19.850	0.730	4.9155e-03
X889	20.180	18.680	0.340	5.7041e-03
X890	18.680	20.180	1.580	5.7041e-03
X891	18.660	18.680	0.340	9.6997e-04
X892	18.680	18.660	1.240	9.6997e-04
X893	21.150	20.180	1.580	8.3091e-04
X894	20.180	21.150	1.050	8.3091e-04
X895	21.780	16.960	0.480	2.7275e-03
X896	16.960	21.780	0.830	2.7275e-03
X897	22.980	16.960	0.480	1.8483e-03
X898	16.960	22.980	0.710	1.8483e-03
X899	22.760	16.960	0.480	4.8199e-03
X900	16.960	22.760	0.880	4.8199e-03
X901	12.680	16.960	0.480	1.1422e-03
X902	16.960	12.680	-0.140	1.1422e-03
X903	17.510	16.960	0.480	1.0457e-02
X904	16.960	17.510	0.270	1.0457e-02
X905	23.560	16.960	0.480	1.3222e-03
X906	16.960	23.560	0.130	1.3222e-03
X907	15.690	16.960	0.480	1.3073e-03
X908	16.960	15.690	0.700	1.3073e-03
X909	12.680	14.330	0.890	1.5376e-03
X910	14.330	12.680	-0.140	1.5376e-03
X911	22.980	21.780	0.830	7.7363e-01
X912	21.780	22.980	0.710	7.7363e-01
X913	22.760	21.780	0.830	7.6277e-02
X914	21.780	22.760	0.880	7.6277e-02
X915	22.820	21.780	0.830	4.5012e-02
X916	21.780	22.820	0.850	4.5012e-02
X917	19.530	21.780	0.830	7.5925e-04
X918	21.780	19.530	1.490	7.5925e-04
X919	23.560	21.780	0.830	1.7335e-03
X920	21.780	23.560	0.130	1.7335e-03
X921	18.160	21.780	0.830	1.2083e-03
X922	21.780	18.160	1.260	1.2083e-03
X923	15.690	21.780	0.830	4.7396e-02
X924	21.780	15.690	0.700	4.7396e-02
X925	22.180	21.780	0.830	1.5898e-02
X926	21.780	22.180	1.380	1.5898e-02
X927	22.760	22.980	0.710	4.1658e-03
X928	22.980	22.760	0.880	4.1658e-03
X929	22.820	22.980	0.710	2.6587e-03
X930	22.980	22.820	0.850	2.6587e-03
X931	15.690	22.980	0.710	8.4631e-03
X932	22.980	15.690	0.700	8.4631e-03
X933	22.180	22.980	0.710	8.5697e-02
X934	22.980	22.180	1.380	8.5697e-02
X935	22.820	22.760	0.880	1.0000e+00
X936	22.760	22.820	0.850	1.0000e+00
X937	18.660	22.760	0.880	2.8347e-03
X938	22.760	18.660	1.240	2.8347e-03
X939	19.530	22.760	0.880	1.6783e-03
X940	22.760	19.530	1.490	1.6783e-03
X941	21.550	22.760	0.880	4.5979e-03
X942	22.760	21.550	0.860	4.5979e-03
X943	23.560	22.760	0.880	5.0310e-02
X944	22.760	23.560	0.130	5.0310e-02
X945	25.560	22.760	0.880	8.9560e-04
X946	22.760	25.560	0.900	8.9560e-04
X947	19.850	22.760	0.880	3.3779e-03
X948	22.760	19.850	0.730	3.3779e-03
X949	18.160	22.760	0.880	5.3011e-03
X950	22.760	18.160	1.260	5.3011e-03
X951	15.690	22.760	0.880	6.4656e-02
X952	22.760	15.690	0.700	6.4656e-02
X953	18.660	22.820	0.850	2.7431e-03
X954	22.820	18.660	1.240	2.7431e-03
X955	19.530	22.820	0.850	2.4143e-03
X956	22.820	19.530	1.490	2.4143e-03
X957	21.550	22.820	0.850	1.9255e-03
X958	22.820	21.550	0.860	1.9255e-03
X959	23.560	22.820	0.850	1.4971e-02
X960	22.820	23.560	0.130	1.4971e-02
X961	19.070	22.820	0.850	1.7686e-03
X962	22.820	19.070	1.290	1.7686e-03
X963	25.560	22.820	0.850	2.3328e-03
X964	22.820	25.560	0.900	2.3328e-03
X965	19.850	22.820	0.850	1.0977e-02
X966	22.820	19.850	0.730	1.0977e-02
X967	18.160	22.820	0.850	3.8056e-02
X968	22.820	18.160	1.260	3.8056e-02
X969	15.690	22.820	0.850	5.8086e-02
X970	22.820	15.690	0.700	5.8086e-02
X971	22.180	22.820	0.850	1.0107e-03
X972	22.820	22.180	1.380	1.0107e-03
X973	18.660	18.550	1.440	1.0743e-03
X974	18.550	18.660	1.240	1.0743e-03
X975	18.220	18.550	1.440	2.7813e-03
X976	18.550	18.220	1.770	2.7813e-03
X977	18.220	18.660	1.240	1.2591e-03
X978	18.660	18.220	1.770	1.2591e-03
X979	25.610	18.660	1.240	1.1875e-03
X980	18.660	25.610	0.870	1.2853e-02
X981	21.550	18.660	1.240	1.0774e-03
X982	18.660	21.550	1.000	4.0440e-03
X983	25.560	18.660	1.240	2.0948e-02
X984	18.660	25.560	0.900	2.0948e-02
X985	19.850	18.660	1.240	6.9842e-03
X986	18.660	19.850	0.730	1.0174e-02
X987	21.140	18.220	1.770	2.2981e-03
X988	18.220	21.140	1.290	2.2981e-03
X989	21.550	18.220	1.770	7.4402e-04
X990	18.220	21.550	1.000	7.4402e-04
X991	25.610	24.600	1.100	7.4365e-01
X992	24.600	25.610	0.870	7.4365e-01
X993	24.050	24.600	1.100	3.7554e-03
X994	24.600	24.050	0.910	3.7554e-03
X995	25.490	24.600	1.100	6.3433e-02
X996	24.600	25.490	0.870	6.3433e-02
X997	21.920	24.600	1.100	1.8131e-03
X998	24.600	21.920	0.970	1.8131e-03
X999	23.700	24.600	1.100	2.6849e-02
X1000	24.600	23.700	0.870	2.6849e-02
X1001	14.730	24.600	1.100	1.0462e-03
X1002	24.600	14.730	0.780	1.0462e-03
X1003	20.780	24.600	1.100	2.3738e-02
X1004	24.600	20.780	0.930	2.3738e-02
X1005	22.620	24.600	1.100	4.5461e-02
X1006	24.600	22.620	1.050	4.5461e-02
X1007	18.320	24.600	1.100	1.6838e-02
X1008	24.600	18.320	1.310	1.6838e-02
X1009	18.360	24.600	1.100	1.6838e-02
X1010	24.600	18.360	1.450	3.1899e-03
X1011	21.550	24.600	1.100	4.8081e-03
X1012	24.600	21.550	1.000	4.8081e-03
X1013	23.700	24.600	1.100	2.6849e-02
X1014	24.600	23.700	1.060	6.0324e-03
X1015	18.660	24.600	1.100	1.4692e-03
X1016	24.600	18.660	1.410	1.4692e-03
X1017	25.560	24.600	1.100	3.8092e-03
X1018	24.600	25.560	0.900	3.8092e-03
X1019	19.850	24.600	1.100	4.1456e-03
X1020	24.600	19.850	0.730	4.1456e-03
X1021	21.920	25.610	0.870	1.1211e-03
X1022	25.610	21.920	0.970	1.1211e-03
X1023	23.700	25.610	0.870	1.9365e-02
X1024	25.610	23.700	0.870	9.7610e-03
X1025	21.550	25.610	0.870	3.3590e-02
X1026	25.610	21.550	0.860	1.0210e-03
X1027	19.070	25.610	0.870	9.3104e-03
X1028	25.610	19.070	1.290	9.3104e-03
X1029	20.780	25.610	0.870	5.0011e-03
X1030	25.610	20.780	0.930	5.0011e-03
X1031	22.620	25.610	0.870	1.8981e-02
X1032	25.610	22.620	1.050	1.8981e-02
X1033	18.320	25.610	0.870	4.9659e-02
X1034	25.610	18.320	1.310	4.9659e-02
X1035	21.550	25.610	0.870	3.3590e-02
X1036	25.610	21.550	1.000	3.3590e-02
X1037	23.700	25.610	0.870	1.9365e-02
X1038	25.610	23.700	1.060	1.9365e-02
X1039	18.660	25.610	0.870	1.2853e-02
X1040	25.610	18.660	1.410	1.2853e-02
X1041	25.560	25.610	0.870	4.6591e-02
X1042	25.610	25.560	0.900	4.6591e-02
X1043	19.850	25.610	0.870	5.4785e-02
X1044	25.610	19.850	0.730	5.4785e-02
X1045	21.920	21.140	1.290	1.9248e-03
X1046	21.140	21.920	0.970	1.9248e-03
X1047	23.700	21.140	1.290	5.7679e-03
X1048	21.140	23.700	0.870	1.9407e-03
X1049	21.550	21.140	1.290	3.5313e-03
X1050	21.140	21.550	1.000	3.5313e-03
X1051	23.700	21.140	1.290	5.7679e-03
X1052	21.140	23.700	1.060	5.7679e-03
X1053	25.490	24.050	0.910	6.7722e-01
X1054	24.050	25.490	0.870	6.7722e-01
X1055	23.700	24.050	0.910	2.1435e-03
X1056	24.050	23.700	0.870	2.1435e-03
X1057	25.920	24.050	0.910	2.5012e-02
X1058	24.050	25.920	1.030	2.5012e-02
X1059	23.690	24.050	0.910	2.1435e-03
X1060	24.050	23.690	0.830	2.0100e-03
X1061	14.730	24.050	0.910	1.0350e-02
X1062	24.050	14.730	0.780	1.0350e-02
X1063	17.080	24.050	0.910	8.3396e-03
X1064	24.050	17.080	2.050	8.3396e-03
X1065	20.780	24.050	0.910	2.1697e-03
X1066	24.050	20.780	0.930	2.1697e-03
X1067	18.360	24.050	0.910	2.0012e-03
X1068	24.050	18.360	1.450	2.0012e-03
X1069	21.920	25.490	0.870	1.2014e-03
X1070	25.490	21.920	0.970	1.2014e-03
X1071	23.700	25.490	0.870	8.1716e-03
X1072	25.490	23.700	0.870	8.1716e-03
X1073	25.920	25.490	0.870	1.8635e-03
X1074	25.490	25.920	1.030	1.8635e-03
X1075	14.730	25.490	0.870	1.0126e-02
X1076	25.490	14.730	0.780	1.0126e-02
X1077	17.080	25.490	0.870	1.1688e-03
X1078	25.490	17.080	2.050	1.1688e-03
X1079	20.780	25.490	0.870	2.7925e-02
X1080	25.490	20.780	0.930	2.7925e-02
X1081	22.620	25.490	0.870	7.2001e-03
X1082	25.490	22.620	1.050	7.2001e-03
X1083	18.360	25.490	0.870	8.5107e-03
X1084	25.490	18.360	1.450	8.5107e-03
X1085	23.700	21.920	0.970	8.0635e-01
X1086	21.920	23.700	0.870	8.0635e-01
X1087	14.730	21.920	0.970	4.6811e-03
X1088	21.920	14.730	0.780	4.6811e-03
X1089	18.320	21.920	0.970	7.8750e-03
X1090	21.920	18.320	1.310	7.8750e-03
X1091	18.360	21.920	0.970	7.8750e-03
X1092	21.920	18.360	1.450	3.8337e-03
X1093	21.550	21.920	0.970	1.2909e-03
X1094	21.920	21.550	1.000	1.2909e-03
X1095	23.700	21.920	0.970	8.0635e-01
X1096	21.920	23.700	1.060	1.5660e-02
X1097	14.730	23.700	0.870	6.3517e-03
X1098	23.700	14.730	0.780	6.3517e-03
X1099	20.780	23.700	0.870	1.5909e-03
X1100	23.700	20.780	0.930	1.5909e-03
X1101	18.320	23.700	0.870	4.8837e-02
X1102	23.700	18.320	1.310	4.8837e-02
X1103	18.360	23.700	0.870	4.8837e-02
X1104	23.700	18.360	1.450	1.0463e-02
X1105	21.550	23.700	0.870	4.2049e-03
X1106	23.700	21.550	1.000	6.2301e-01
X1107	23.700	23.700	0.870	5.0576e-02
X1108	23.700	23.700	1.060	5.0576e-02
X1109	18.660	23.700	0.870	8.5990e-04
X1110	23.700	18.660	1.410	3.8045e-03
X1111	23.690	25.920	1.030	7.6821e-01
X1112	25.920	23.690	0.830	7.6821e-01
X1113	14.730	25.920	1.030	1.4087e-03
X1114	25.920	14.730	0.780	1.4087e-03
X1115	17.080	25.920	1.030	8.8160e-03
X1116	25.920	17.080	2.050	8.8160e-03
X1117	17.080	23.690	0.830	1.5924e-03
X1118	23.690	17.080	2.050	1.5924e-03
X1119	17.080	14.730	0.780	1.6839e-03
X1120	14.730	17.080	2.050	1.6839e-03
X1121	18.640	14.730	0.780	2.1266e-02
X1122	14.730	18.640	1.350	2.1266e-02
X1123	20.780	14.730	0.780	1.4891e-03
X1124	14.730	20.780	0.930	1.4891e-03
X1125	18.360	14.730	0.780	1.0011e-01
X1126	14.730	18.360	1.450	1.0011e-01
X1127	23.810	17.080	2.050	3.0008e-02
X1128	17.080	23.810	1.210	3.7174e-03
X1129	17.460	17.080	2.050	9.7062e-04
X1130	17.080	17.460	1.130	9.7062e-04
X1131	12.160	17.080	2.050	1.7791e-03
X1132	17.080	12.160	0.070	1.7791e-03
X1133	18.360	18.640	1.350	2.0388e-02
X1134	18.640	18.360	1.450	2.0388e-02
X1135	13.500	23.810	1.210	2.4870e-03
X1136	23.810	13.500	0.890	2.4870e-03
X1137	17.460	23.810	1.210	5.1701e-02
X1138	23.810	17.460	1.130	5.1701e-02
X1139	20.250	23.810	1.210	1.8705e-03
X1140	23.810	20.250	1.520	1.8705e-03
X1141	17.460	13.500	0.890	1.1085e-03
X1142	13.500	17.460	1.130	1.1085e-03
X1143	18.160	13.500	0.890	3.3769e-03
X1144	13.500	18.160	1.430	3.3769e-03
X1145	20.250	13.500	0.890	8.2246e-04
X1146	13.500	20.250	1.520	8.2246e-04
X1147	18.160	17.460	1.130	1.0127e-03
X1148	17.460	18.160	1.430	1.0127e-03
X1149	20.250	17.460	1.130	5.1589e-03
X1150	17.460	20.250	1.520	5.1589e-03
X1151	19.550	17.460	1.130	2.2041e-03
X1152	17.460	19.550	1.150	2.2041e-03
X1153	17.650	17.460	1.130	3.0139e-03
X1154	17.460	17.650	0.190	3.0139e-03
X1155	20.250	18.160	1.430	7.4368e-03
X1156	18.160	20.250	1.520	7.4368e-03
X1157	19.550	20.250	1.520	4.8028e-02
X1158	20.250	19.550	1.150	4.8028e-02
X1159	20.880	19.550	1.150	3.1824e-03
X1160	19.550	20.880	1.730	3.1824e-03
X1161	17.650	19.550	1.150	4.6776e-03
X1162	19.550	17.650	0.190	4.6776e-03
X1163	17.200	20.880	1.730	8.0398e-03
X1164	20.880	17.200	1.840	8.0398e-03
X1165	12.160	17.650	0.190	7.3519e-04
X1166	17.650	12.160	0.070	7.3519e-04
X1167	19.320	17.650	0.190	1.8584e-03
X1168	17.650	19.320	1.360	1.8584e-03
X1169	14.180	17.650	0.190	7.9183e-03
X1170	17.650	14.180	0.330	7.9183e-03
X1171	26.180	12.160	0.070	3.3685e-03
X1172	12.160	26.180	0.670	3.3685e-03
X1173	24.250	12.160	0.070	2.5315e-02
X1174	12.160	24.250	0.660	2.5315e-02
X1175	14.180	19.320	1.360	1.3905e-02
X1176	19.320	14.180	0.330	1.3905e-02
X1177	21.200	14.180	0.330	2.0942e-03
X1178	14.180	21.200	0.600	2.0942e-03
X1179	22.190	14.180	0.330	1.0281e-03
X1180	14.180	22.190	0.800	1.0281e-03
X1181	21.750	14.180	0.330	2.9796e-03
X1182	14.180	21.750	0.610	2.9796e-03
X1183	22.190	21.200	0.600	6.3428e-01
X1184	21.200	22.190	0.800	6.3428e-01
X1185	21.750	22.260	1.080	7.3999e-01
X1186	22.260	21.750	0.610	7.3999e-01
X1187	19.000	22.260	1.080	3.0487e-03
X1188	22.260	19.000	1.120	3.0487e-03
X1189	18.280	22.260	1.080	4.8357e-02
X1190	22.260	18.280	1.320	7.2770e-06
X1191	20.680	22.260	1.080	1.1501e-03
X1192	22.260	20.680	1.390	1.1501e-03
X1193	19.000	21.750	0.610	1.1923e-03
X1194	21.750	19.000	1.120	1.1923e-03
X1195	18.280	21.750	0.610	3.9943e-03
X1196	21.750	18.280	1.320	7.4313e-06
X1197	20.700	19.000	1.120	1.4531e-03
X1198	19.000	20.700	0.980	1.4531e-03
X1199	21.950	19.000	1.120	5.1899e-03
X1200	19.000	21.950	0.990	5.1899e-03
X1201	24.250	19.000	1.120	9.7661e-04
X1202	19.000	24.250	0.660	9.7661e-04
